495!
25;50
25;60
25;70
25;80
25;90
25;100
25;110
25;120
25;130
25;140
25;150
25;160
25;170
25;180
25;190
25;200
25;210
25;220
25;230
25;240
25;250
25;260
25;270
25;280
25;290
25;300
25;310
25;320
25;330
25;340
25;350
40;50
40;110
40;120
40;130
40;140
40;150
40;160
40;170
40;180
40;240
40;280
40;290
40;300
40;310
40;320
40;330
40;340
40;350
55;50
55;110
55;120
55;130
55;140
55;150
55;160
55;170
55;180
55;240
55;280
55;290
55;300
55;310
55;320
55;330
55;340
55;350
70;50
70;110
70;120
70;130
70;140
70;150
70;160
70;170
70;180
70;190
70;200
70;210
70;220
70;230
70;240
70;250
70;260
70;270
70;280
70;290
70;300
70;310
70;320
70;330
70;340
70;350
70;360
85;50
85;110
85;120
85;130
85;140
85;150
85;160
85;170
85;180
85;190
85;200
85;210
85;220
85;230
85;240
85;250
85;260
85;270
85;280
85;290
85;300
85;310
85;320
85;330
85;340
85;350
85;360
100;50
100;60
100;70
100;80
100;90
100;100
100;110
100;120
100;130
100;140
100;150
100;160
100;170
100;180
100;190
100;200
100;210
100;220
100;230
100;240
100;250
100;260
100;270
100;280
100;290
100;300
100;310
100;320
100;330
100;340
100;350
100;360
115;50
115;110
115;120
115;130
115;140
115;150
115;160
115;170
115;180
115;190
115;200
115;210
115;220
115;230
115;240
115;250
115;260
115;270
115;280
115;290
115;300
115;310
115;320
115;330
115;340
115;350
115;360
130;50
130;110
130;120
130;130
130;140
130;150
130;160
130;170
130;180
130;190
130;200
130;210
130;240
130;300
130;310
130;320
130;330
130;340
130;350
130;360
145;50
145;110
145;120
145;130
145;140
145;150
145;160
145;170
145;180
145;190
145;200
145;210
145;240
145;300
145;310
145;320
145;330
145;340
145;350
145;360
160;50
160;60
160;70
160;80
160;90
160;100
160;110
160;120
160;130
160;140
160;150
160;160
160;170
160;180
160;190
160;200
160;210
160;220
160;230
160;240
160;250
160;260
160;270
160;280
160;290
160;300
160;310
160;320
160;330
160;340
160;350
175;50
175;110
175;240
175;250
175;260
175;270
175;280
175;290
175;300
175;310
175;320
175;330
175;340
190;50
190;110
190;160
190;170
190;180
190;190
190;200
190;210
190;220
190;230
190;240
190;250
190;260
190;270
190;280
190;290
190;300
190;310
190;320
190;330
190;340
205;50
205;80
205;110
205;210
205;220
205;230
205;240
205;250
205;260
205;270
205;280
205;290
205;300
205;310
205;320
205;330
205;340
215;50
215;60
215;70
215;80
215;90
215;100
215;110
215;120
215;130
215;140
215;150
215;160
215;170
215;180
215;190
215;200
215;210
215;220
215;230
215;240
215;250
215;260
215;270
215;280
215;290
215;300
215;310
215;320
215;330
215;340
230;50
230;60
230;70
230;80
230;90
230;100
230;110
230;120
230;130
230;140
230;150
230;160
230;170
230;180
230;190
230;200
230;210
230;220
230;230
230;240
230;250
230;260
230;270
230;280
230;290
230;300
230;310
230;320
230;330
230;340
245;50
245;60
245;70
245;80
245;90
245;100
245;110
245;120
245;130
245;140
245;150
245;160
245;170
245;180
245;190
245;200
245;210
245;220
245;230
245;240
245;250
245;260
245;270
245;280
245;290
245;300
245;310
245;320
245;330
245;340
265;50
265;60
265;70
265;80
265;90
265;100
265;110
265;120
265;130
265;140
265;150
265;160
265;170
265;180
265;190
265;200
265;210
265;220
265;230
265;240
265;250
265;260
265;270
265;280
265;290
265;300
265;310
280;50
280;60
280;70
280;80
280;90
280;100
280;110
280;120
280;130
280;140
280;150
280;160
280;170
280;180
280;190
280;200
280;210
280;220
280;230
280;240
280;250
280;260
280;270
280;280
280;290
280;300
295;130
295;140
295;150
295;160
295;170
295;180
295;190
295;200
295;210
295;220
295;230
295;240
295;250
295;260
310;130
310;240
320;130
320;140
320;150
320;160
320;170
320;180
320;190
320;200
320;210
320;220
320;230
320;240
330;130
330;140
330;150
330;160
330;170
330;180
330;190
330;200
330;210
330;220
330;230
330;240
340;130
350;130
350;140
350;150
350;160
350;170
350;180
350;190
350;200
350;210



